ticker,period_end,frequency,total_debt,short_term_debt,long_term_debt,cash_and_equivalents,net_debt,interest_expense
AAP,2021-03-31,quarterly,3069154000.0,425166000.0,1033369000.0,880233000.0,2188921000.0,11191000.0
AAP,2021-06-30,quarterly,3124857000.0,462633000.0,1033369000.0,809287000.0,2315570000.0,8306000.0
AAP,2021-09-30,quarterly,3188366000.0,456127000.0,1034002000.0,604645000.0,2583721000.0,8587000.0
AAP,2021-12-31,quarterly,3371971000.0,366445000.0,1034320000.0,601428000.0,2770543000.0,9706000.0
AAP,2022-03-31,quarterly,3517702000.0,468096000.0,1187170000.0,138733000.0,3378969000.0,12868000.0
AAP,2022-06-30,quarterly,3583642000.0,100056000.0,1187583000.0,240551000.0,3343091000.0,10207000.0
AAP,2022-09-30,quarterly,3624476000.0,185000000.0,1187916000.0,191204000.0,3433272000.0,12039000.0
AAP,2022-12-31,quarterly,3651601000.0,185000000.0,1188283000.0,270805000.0,3380796000.0,15946000.0
AAP,2023-03-31,quarterly,4169876000.0,116000000.0,1784596000.0,226499000.0,3943377000.0,29718000.0
AAP,2023-06-30,quarterly,4130068000.0,95000000.0,1785074000.0,277064000.0,3853004000.0,20869000.0
AAP,2023-09-30,quarterly,3995616000.0,,1785717000.0,317528000.0,3678088000.0,19375000.0
AAP,2023-12-31,quarterly,3826269000.0,383275000.0,1786361000.0,488049000.0,3338220000.0,18062000.0
AAP,2024-03-31,quarterly,3978422000.0,445061000.0,1787221000.0,451003000.0,3527419000.0,25000000.0
AAP,2024-06-30,quarterly,3964941000.0,,1787867000.0,479418000.0,3485523000.0,19000000.0
AAP,2024-09-30,quarterly,3806896000.0,0.0,1788513000.0,464492000.0,3342404000.0,19000000.0
AAP,2024-12-31,quarterly,3686000000.0,461528000.0,1789161000.0,1869000000.0,1817000000.0,18906000.0
AAP,2025-03-31,quarterly,3671000000.0,299000000.0,1491000000.0,1672000000.0,1999000000.0,27000000.0
AAP,2025-06-30,quarterly,3646000000.0,300000000.0,1492000000.0,1657000000.0,1989000000.0,19000000.0
AAP,2025-09-30,quarterly,5261000000.0,0.0,3411000000.0,3174000000.0,2087000000.0,40000000.0
AAP,2025-12-31,quarterly,5224000000.0,435000000.0,3412000000.0,3123000000.0,2101000000.0,53000000.0
AAT,2018-03-31,quarterly,1283695000.0,33031000.0,1250664000.0,55336000.0,1228359000.0,13820000.0
AAT,2018-06-30,quarterly,1270694000.0,20133000.0,1250561000.0,51326000.0,1219368000.0,12688000.0
AAT,2018-09-30,quarterly,1270688000.0,20235000.0,1250453000.0,56220000.0,1214468000.0,12879000.0
AAT,2018-12-31,quarterly,1290772000.0,62337000.0,1228435000.0,47956000.0,1242816000.0,12861000.0
AAT,2019-03-31,quarterly,1294835000.0,86438000.0,1208397000.0,54538000.0,1240297000.0,13349000.0
AAT,2019-06-30,quarterly,1301915000.0,93540000.0,1208375000.0,44778000.0,1257137000.0,13129000.0
AAT,2019-09-30,quarterly,1383347000.0,25663000.0,1357684000.0,115568000.0,1242116000.0,13734000.0
AAT,2019-12-31,quarterly,1391531000.0,33872000.0,1357659000.0,99303000.0,1258356000.0,13796000.0
AAT,2020-03-31,quarterly,1339087000.0,32159000.0,1306928000.0,52371000.0,1254557000.0,13472000.0
AAT,2020-06-30,quarterly,1432285000.0,98948000.0,1307193000.0,146131000.0,1286154000.0,13331000.0
AAT,2020-09-30,quarterly,1437153000.0,99049000.0,1307460000.0,155327000.0,1281826000.0,13302000.0
AAT,2020-12-31,quarterly,1436811000.0,99151000.0,1307600000.0,137333000.0,1299478000.0,13335000.0
AAT,2021-03-31,quarterly,1679351000.0,31527000.0,1647824000.0,380434000.0,1267390000.0,14005000.0
AAT,2021-06-30,quarterly,1676799000.0,28548000.0,1648251000.0,368266000.0,1279985000.0,14862000.0
AAT,2021-09-30,quarterly,1677944000.0,29217000.0,1648727000.0,171923000.0,1476804000.0,14722000.0
AAT,2021-12-31,quarterly,1649203000.0,1649203000.0,1649203000.0,139524000.0,1509679000.0,14998000.0
AAT,2022-03-31,quarterly,1649028000.0,1649028000.0,1649028000.0,73573000.0,1575455000.0,14666000.0
AAT,2022-06-30,quarterly,1676336000.0,-24573000.0,1649505000.0,60750000.0,1615586000.0,14547000.0
AAT,2022-09-30,quarterly,1681331000.0,33895000.0,1647436000.0,63431000.0,1584005000.0,14454000.0
AAT,2022-12-31,quarterly,1682145000.0,34057000.0,1648088000.0,49571000.0,1598517000.0,14565000.0
AAT,2023-03-31,quarterly,1687615000.0,1687615000.0,1687615000.0,87328000.0,1600287000.0,15729000.0
AAT,2023-06-30,quarterly,1718805000.0,30519000.0,1688286000.0,84709000.0,1603577000.0,16368000.0
AAT,2023-09-30,quarterly,1717571000.0,28618000.0,1688953000.0,89968000.0,1598985000.0,16325000.0
AAT,2023-12-31,quarterly,1712881000.0,100000000.0,1689627000.0,82888000.0,1629993000.0,16284000.0
AAT,2024-03-31,quarterly,1712920000.0,,1690299000.0,98553000.0,1614367000.0,16255000.0
AAT,2024-06-30,quarterly,1712956000.0,525000000.0,1690973000.0,114880000.0,1598076000.0,16289000.0
AAT,2024-09-30,quarterly,2130892000.0,425000000.0,2109579000.0,533004000.0,1597888000.0,18229000.0
AAT,2024-12-31,quarterly,2031153000.0,325000000.0,2010515000.0,425659000.0,1605494000.0,23754000.0
AAT,2025-03-31,quarterly,1706036000.0,2662000.0,1686081000.0,143915000.0,1562121000.0,18780000.0
AAT,2025-06-30,quarterly,1705900000.0,0.0,1686633000.0,143736000.0,1562164000.0,19784000.0
AAT,2025-09-30,quarterly,1706548000.0,0.0,1687055000.0,138714000.0,1567834000.0,19773000.0
AAT,2025-12-31,quarterly,1706384000.0,0.0,1687610000.0,129362000.0,1577022000.0,19783000.0
ABCB,2018-03-31,quarterly,1121381000.0,480000000.0,641381000.0,972530000.0,517471000.0,10711000.0
ABCB,2018-06-30,quarterly,1667367000.0,716621000.0,950746000.0,1316800000.0,787685000.0,13947000.0
ABCB,2018-09-30,quarterly,1505705000.0,759888000.0,745817000.0,1332581000.0,575806000.0,22081000.0
ABCB,2018-12-31,quarterly,310961000.0,70000000.0,240961000.0,1847714000.0,58113000.0,23195000.0
ABCB,2019-03-31,quarterly,246981000.0,5998000.0,240983000.0,1386607000.0,88811000.0,25534000.0
ABCB,2019-06-30,quarterly,724507000.0,70000000.0,654507000.0,1425178000.0,502573000.0,27377000.0
ABCB,2019-09-30,quarterly,1548247000.0,70000000.0,1478247000.0,1685682000.0,1283772000.0,39592000.0
ABCB,2019-12-31,quarterly,1546904000.0,20635000.0,1526269000.0,2001088000.0,949219000.0,38725000.0
ABCB,2020-03-31,quarterly,2891261000.0,1225000000.0,1666261000.0,1608601000.0,1410700000.0,34823000.0
ABCB,2020-06-30,quarterly,1554590000.0,12879000.0,1541711000.0,1532044000.0,1261442000.0,21204000.0
ABCB,2020-09-30,quarterly,1008218000.0,9103000.0,999115000.0,1374711000.0,750943000.0,17396000.0
ABCB,2020-12-31,quarterly,1774500000.0,1225000000.0,549500000.0,3080434000.0,-323055000.0,15327000.0
ABCB,2021-03-31,quarterly,559384000.0,9320000.0,550064000.0,1084060000.0,334976000.0,12973000.0
ABCB,2021-06-30,quarterly,1357856000.0,807222000.0,550634000.0,1037896000.0,290905000.0,11899000.0
ABCB,2021-09-30,quarterly,615656000.0,64451000.0,551205000.0,923532000.0,312177000.0,11385000.0
ABCB,2021-12-31,quarterly,946057000.0,79850000.0,866207000.0,857428000.0,601400000.0,11528000.0
ABCB,2022-03-31,quarterly,554412000.0,2065000.0,552347000.0,836520000.0,297096000.0,10830000.0
ABCB,2022-06-30,quarterly,553870000.0,953000.0,552917000.0,2306836000.0,207290000.0,11204000.0
ABCB,2022-09-30,quarterly,853487000.0,,853487000.0,1524342000.0,584294000.0,21321000.0
ABCB,2022-12-31,quarterly,2004058000.0,11327000.0,2004058000.0,2618192000.0,885926000.0,49505000.0
ABCB,2023-03-31,quarterly,4580147000.0,2050000000.0,2530147000.0,1763236000.0,2263747000.0,84064000.0
ABCB,2023-06-30,quarterly,2841308000.0,1175000000.0,1666308000.0,1744908000.0,1381756000.0,112412000.0
ABCB,2023-09-30,quarterly,1339370000.0,850000000.0,1339370000.0,1665218000.0,1098233000.0,122802000.0
ABCB,2023-12-31,quarterly,639901000.0,11245000.0,639901000.0,2570248000.0,-527403000.0,126113000.0
ABCB,2024-03-31,quarterly,762194000.0,290000000.0,762194000.0,2625671000.0,-449058000.0,128064000.0
ABCB,2024-06-30,quarterly,1077725000.0,,1077725000.0,2893241000.0,-284469000.0,135402000.0
ABCB,2024-09-30,quarterly,478257000.0,,478257000.0,2800708000.0,-880899000.0,141086000.0
ABCB,2024-12-31,quarterly,424097000.0,,424097000.0,2891637000.0,-796280000.0,124542000.0
ABCB,2025-03-31,quarterly,409551000.0,,409551000.0,2512074000.0,-882849000.0,111939000.0
ABCB,2025-06-30,quarterly,510006000.0,,510006000.0,2366938000.0,-660264000.0,115825000.0
ABCB,2025-09-30,quarterly,470898000.0,185000000.0,470898000.0,3174835000.0,-572266000.0,117082000.0
ABCB,2025-12-31,quarterly,743017000.0,535250000.0,692341000.0,253807000.0,489210000.0,112756000.0
ABG,2018-03-31,quarterly,1667200000.0,808100000.0,859100000.0,4800000.0,1662400000.0,19800000.0
ABG,2018-06-30,quarterly,1741300000.0,885700000.0,855600000.0,2500000.0,1738800000.0,21400000.0
ABG,2018-09-30,quarterly,1696300000.0,844200000.0,852100000.0,6800000.0,1689500000.0,21700000.0
ABG,2018-12-31,quarterly,1958900000.0,1092400000.0,866500000.0,8300000.0,1950600000.0,23200000.0
ABG,2019-03-31,quarterly,2002300000.0,1110600000.0,874700000.0,10900000.0,1991400000.0,24100000.0
ABG,2019-06-30,quarterly,1911400000.0,998100000.0,871200000.0,9600000.0,1901800000.0,24100000.0
ABG,2019-09-30,quarterly,1848200000.0,920100000.0,867800000.0,1800000.0,1846400000.0,22700000.0
ABG,2019-12-31,quarterly,1880900000.0,921300000.0,907000000.0,3500000.0,1877400000.0,21900000.0
ABG,2020-03-31,quarterly,2096700000.0,930500000.0,1117500000.0,388600000.0,1708100000.0,24000000.0
ABG,2020-06-30,quarterly,1870100000.0,610400000.0,1182100000.0,613200000.0,1256900000.0,15900000.0
ABG,2020-09-30,quarterly,2236800000.0,799100000.0,1174100000.0,4100000.0,2232700000.0,15900000.0
ABG,2020-12-31,quarterly,2365200000.0,896300000.0,1165200000.0,1400000.0,2363800000.0,18600000.0
ABG,2021-03-31,quarterly,2061500000.0,613000000.0,1157700000.0,27800000.0,2033700000.0,16900000.0
