ticker,period_end,frequency,total_debt,short_term_debt,long_term_debt,cash_and_equivalents,net_debt,interest_expense
LUMN,2023-12-31,quarterly,21296000000.0,425000000.0,19831000000.0,2234000000.0,19062000000.0,290000000.0
LUMN,2024-03-31,quarterly,18959000000.0,368000000.0,18591000000.0,1582000000.0,17377000000.0,291000000.0
LUMN,2024-06-30,quarterly,18884000000.0,473000000.0,18411000000.0,1497000000.0,17387000000.0,373000000.0
LUMN,2024-09-30,quarterly,18820000000.0,678000000.0,18142000000.0,2640000000.0,16180000000.0,351000000.0
LUMN,2024-12-31,quarterly,19118000000.0,665000000.0,17494000000.0,1889000000.0,17229000000.0,357000000.0
LUMN,2025-03-31,quarterly,17927000000.0,593000000.0,17334000000.0,1900000000.0,16027000000.0,347000000.0
LUMN,2025-06-30,quarterly,18171000000.0,606000000.0,17565000000.0,1568000000.0,16603000000.0,338000000.0
LUMN,2025-09-30,quarterly,17945000000.0,367000000.0,17578000000.0,2401000000.0,15544000000.0,319000000.0
LUMN,2025-12-31,quarterly,17707000000.0,354000000.0,17353000000.0,1003000000.0,16704000000.0,280000000.0
MRCY,2018-03-31,quarterly,195000000.0,195000000.0,195000000.0,44217000.0,150783000.0,999000.0
MRCY,2018-06-30,quarterly,195000000.0,195000000.0,195000000.0,66521000.0,128479000.0,1749000.0
MRCY,2018-09-30,quarterly,240000000.0,,240000000.0,72869000.0,167131000.0,2259000.0
MRCY,2018-12-31,quarterly,240000000.0,,240000000.0,93903000.0,146097000.0,2196000.0
MRCY,2019-03-31,quarterly,276500000.0,,276500000.0,112515000.0,163985000.0,2473000.0
MRCY,2019-06-30,quarterly,,,,257932000.0,-257932000.0,2181000.0
MRCY,2019-09-30,quarterly,53063000.0,1172000.0,,161299000.0,-108236000.0,1187000.0
MRCY,2019-12-31,quarterly,55257000.0,1397000.0,,182037000.0,-126780000.0,312000.0
MRCY,2020-03-31,quarterly,267028000.0,1751000.0,200000000.0,407146000.0,-140118000.0,58000.0
MRCY,2020-06-30,quarterly,66981000.0,4117000.0,,226838000.0,-159857000.0,948000.0
MRCY,2020-09-30,quarterly,68274000.0,,,239122000.0,-170848000.0,
MRCY,2020-12-31,quarterly,244335000.0,4117000.0,160000000.0,109113000.0,135222000.0,73000.0
MRCY,2021-03-31,quarterly,230619000.0,70619000.0,160000000.0,121943000.0,108676000.0,549000.0
MRCY,2021-06-30,quarterly,271508000.0,10020000.0,200000000.0,113839000.0,157669000.0,600000.0
MRCY,2021-09-30,quarterly,272010000.0,,200000000.0,95804000.0,176206000.0,595000.0
MRCY,2021-12-31,quarterly,526608000.0,,451500000.0,105169000.0,421439000.0,1094000.0
MRCY,2022-03-31,quarterly,523936000.0,,451500000.0,91694000.0,432242000.0,1664000.0
MRCY,2022-06-30,quarterly,521388000.0,11246000.0,451500000.0,65654000.0,455734000.0,2453000.0
MRCY,2022-09-30,quarterly,578761000.0,,511500000.0,51981000.0,526780000.0,4547000.0
MRCY,2022-12-31,quarterly,575194000.0,,511500000.0,76944000.0,498250000.0,6590000.0
MRCY,2023-03-31,quarterly,579599000.0,,511500000.0,64441000.0,515158000.0,6711000.0
MRCY,2023-06-30,quarterly,588731000.0,10434000.0,511500000.0,71563000.0,517168000.0,7311000.0
MRCY,2023-09-30,quarterly,640668000.0,,576500000.0,89369000.0,551299000.0,7863000.0
MRCY,2023-12-31,quarterly,684752000.0,5753000.0,616500000.0,168646000.0,516106000.0,9159000.0
MRCY,2024-03-31,quarterly,681973000.0,27967000.0,616500000.0,142645000.0,539328000.0,8906000.0
MRCY,2024-06-30,quarterly,654084000.0,11614000.0,591500000.0,180521000.0,473563000.0,9159000.0
MRCY,2024-09-30,quarterly,651298000.0,1115000.0,591500000.0,158123000.0,493175000.0,8906000.0
MRCY,2024-12-31,quarterly,649305000.0,,591500000.0,242565000.0,406740000.0,8430000.0
MRCY,2025-03-31,quarterly,646815000.0,,591500000.0,269822000.0,376993000.0,8068000.0
MRCY,2025-06-30,quarterly,644238000.0,11810000.0,591500000.0,309099000.0,335139000.0,8026000.0
MRCY,2025-09-30,quarterly,645130000.0,,591500000.0,304716000.0,340414000.0,7886000.0
MRCY,2025-12-31,quarterly,674715000.0,32255000.0,591500000.0,334990000.0,339725000.0,7849000.0
