ticker,period_end,frequency,total_debt,short_term_debt,long_term_debt,cash_and_equivalents,net_debt,interest_expense,fiscal_year
CVSA,2024-06-30,annual,847853000.0,31429000.0,648712000.0,219306000.0,628547000.0,63659000.0,2024
CVSA,2025-06-30,annual,774000000.0,35159000.0,552669000.0,199601000.0,574399000.0,52318000.0,2025
CWEN,2018-12-31,annual,5982000000.0,535000000.0,5447000000.0,407000000.0,5575000000.0,306000000.0,2018
CWEN,2019-12-31,annual,7014000000.0,1831000000.0,4956000000.0,417000000.0,6597000000.0,404000000.0,2019
CWEN,2020-12-31,annual,7314000000.0,384000000.0,6585000000.0,268000000.0,7046000000.0,415000000.0,2020
CWEN,2021-12-31,annual,8272000000.0,772000000.0,6939000000.0,179000000.0,8093000000.0,312000000.0,2021
CWEN,2022-12-31,annual,7361000000.0,322000000.0,6491000000.0,657000000.0,6704000000.0,232000000.0,2022
CWEN,2023-12-31,annual,8664000000.0,558000000.0,7479000000.0,535000000.0,8129000000.0,337000000.0,2023
CWEN,2024-12-31,annual,7749000000.0,430000000.0,6750000000.0,332000000.0,7417000000.0,307000000.0,2024
CWEN,2025-12-31,annual,10198000000.0,708000000.0,7898000000.0,818000000.0,9380000000.0,387000000.0,2025
CWEN-A,2018-12-31,annual,5982000000.0,535000000.0,5447000000.0,407000000.0,5575000000.0,306000000.0,2018
CWEN-A,2019-12-31,annual,7014000000.0,1831000000.0,4956000000.0,417000000.0,6597000000.0,404000000.0,2019
CWEN-A,2020-12-31,annual,7314000000.0,384000000.0,6585000000.0,268000000.0,7046000000.0,415000000.0,2020
CWEN-A,2021-12-31,annual,8272000000.0,772000000.0,6939000000.0,179000000.0,8093000000.0,312000000.0,2021
CWEN-A,2022-12-31,annual,7361000000.0,322000000.0,6491000000.0,657000000.0,6704000000.0,232000000.0,2022
CWEN-A,2023-12-31,annual,8664000000.0,558000000.0,7479000000.0,535000000.0,8129000000.0,337000000.0,2023
CWEN-A,2024-12-31,annual,7749000000.0,430000000.0,6750000000.0,332000000.0,7417000000.0,307000000.0,2024
CWEN-A,2025-12-31,annual,10198000000.0,708000000.0,7898000000.0,818000000.0,9380000000.0,387000000.0,2025
CWK,2018-12-31,annual,2684100000.0,39900000.0,2644200000.0,895300000.0,1788800000.0,228800000.0,2018
CWK,2019-12-31,annual,3116700000.0,39300000.0,2610700000.0,813200000.0,2303500000.0,150600000.0,2019
CWK,2020-12-31,annual,3959400000.0,154200000.0,3235700000.0,1074800000.0,2884600000.0,163800000.0,2020
CWK,2021-12-31,annual,3657500000.0,42400000.0,3220500000.0,770700000.0,2886800000.0,179500000.0,2021
CWK,2022-12-31,annual,3596100000.0,49800000.0,3211700000.0,644500000.0,2951600000.0,193100000.0,2022
CWK,2023-12-31,annual,3566200000.0,149700000.0,3096900000.0,767700000.0,2798500000.0,281100000.0,2023
CWK,2024-12-31,annual,3313100000.0,103200000.0,2939600000.0,793300000.0,2519800000.0,229900000.0,2024
CWK,2025-12-31,annual,3243000000.0,124900000.0,2604600000.0,784200000.0,2458800000.0,216200000.0,2025
CWST,2018-12-31,annual,544299000.0,2298000.0,542001000.0,4007000.0,540292000.0,26657000.0,2018
CWST,2019-12-31,annual,593387000.0,13657000.0,509021000.0,3471000.0,589916000.0,24549000.0,2019
CWST,2020-12-31,annual,617724000.0,26334000.0,530411000.0,154342000.0,463382000.0,18692000.0,2020
CWST,2021-12-31,annual,616086000.0,17208000.0,542503000.0,33809000.0,582277000.0,25992000.0,2021
CWST,2022-12-31,annual,665328000.0,22968000.0,585015000.0,71152000.0,594176000.0,25165000.0,2022
CWST,2023-12-31,annual,1118556000.0,44820000.0,1007662000.0,220912000.0,897644000.0,41217000.0,2023
CWST,2024-12-31,annual,1207991000.0,52910000.0,1090632000.0,383303000.0,824688000.0,53969000.0,2024
CWST,2025-12-31,annual,1239127000.0,37687000.0,1128927000.0,123773000.0,1115354000.0,58998000.0,2025
CWT,2018-12-31,annual,880038000.0,170011000.0,710027000.0,47176000.0,832862000.0,37854000.0,2018
CWT,2019-12-31,annual,998102000.0,198420000.0,786754000.0,43298000.0,954804000.0,41221000.0,2019
CWT,2020-12-31,annual,1171852000.0,376884000.0,781100000.0,44555000.0,1127297000.0,41862000.0,2020
CWT,2021-12-31,annual,1097788000.0,41994000.0,1055794000.0,78380000.0,1019408000.0,43214000.0,2021
CWT,2022-12-31,annual,1140700000.0,74375000.0,1052487000.0,85025000.0,1055675000.0,44342000.0,2022
CWT,2023-12-31,annual,1247007000.0,181634000.0,1052768000.0,84966000.0,1162041000.0,49819000.0,2023
CWT,2024-12-31,annual,1395496000.0,278640000.0,1104571000.0,50121000.0,1345375000.0,57550000.0,2024
CWT,2025-12-31,annual,1616705000.0,133483000.0,1471968000.0,51820000.0,1564885000.0,66697000.0,2025
CXW,2018-12-31,annual,1801676000.0,26892000.0,1787555000.0,52802000.0,1748874000.0,80753000.0,2018
CXW,2019-12-31,annual,2053770000.0,66866000.0,1928023000.0,92120000.0,1961650000.0,84401000.0,2019
CXW,2020-12-31,annual,1965074000.0,65133000.0,1747664000.0,113219000.0,1851855000.0,83299000.0,2020
CXW,2021-12-31,annual,1687183000.0,66431000.0,1492046000.0,299645000.0,1387538000.0,95542000.0,2021
CXW,2022-12-31,annual,1387036000.0,198221000.0,1084858000.0,149401000.0,1237635000.0,95874000.0,2022
CXW,2023-12-31,annual,1207336000.0,45950000.0,1083476000.0,121845000.0,1085491000.0,72960000.0,2023
CXW,2024-12-31,annual,1012869000.0,15326000.0,973073000.0,107487000.0,905382000.0,67415000.0,2024
CXW,2025-12-31,annual,1220738000.0,15701000.0,1205037000.0,112446000.0,1108292000.0,62229000.0,2025
CZR,2018-12-31,annual,8801462000.0,462000.0,8801000000.0,247709000.0,3990818000.0,171732000.0,2018
CZR,2019-12-31,annual,3738158000.0,266000000.0,8478000000.0,240951000.0,3531841000.0,286248000.0,2019
CZR,2020-12-31,annual,26932000000.0,120000000.0,14073000000.0,1776000000.0,25174000000.0,1202000000.0,2020
CZR,2021-12-31,annual,26265000000.0,119000000.0,13722000000.0,1070000000.0,25195000000.0,2311000000.0,2021
CZR,2022-12-31,annual,25427000000.0,158000000.0,12659000000.0,1038000000.0,24389000000.0,2277000000.0,2022
CZR,2023-12-31,annual,25071000000.0,88000000.0,12224000000.0,1005000000.0,11284000000.0,2354000000.0,2023
CZR,2024-12-31,annual,25062000000.0,130000000.0,12033000000.0,866000000.0,11276000000.0,2377000000.0,2024
CZR,2025-12-31,annual,26344000000.0,134000000.0,11670000000.0,887000000.0,25457000000.0,2324000000.0,2025
DAN,2018-12-31,annual,1783000000.0,28000000.0,1755000000.0,531000000.0,1273000000.0,96000000.0,2018
DAN,2019-12-31,annual,2552000000.0,76000000.0,2336000000.0,527000000.0,2044000000.0,122000000.0,2019
DAN,2020-12-31,annual,2651000000.0,77000000.0,2420000000.0,580000000.0,2092000000.0,138000000.0,2020
DAN,2021-12-31,annual,2669000000.0,74000000.0,2386000000.0,285000000.0,2401000000.0,131000000.0,2021
DAN,2022-12-31,annual,2721000000.0,96000000.0,2348000000.0,425000000.0,2296000000.0,128000000.0,2022
DAN,2023-12-31,annual,2981000000.0,99000000.0,2598000000.0,529000000.0,2452000000.0,154000000.0,2023
DAN,2024-12-31,annual,2913000000.0,266000000.0,2389000000.0,494000000.0,2419000000.0,161000000.0,2024
DAN,2025-12-31,annual,3518000000.0,686000000.0,2566000000.0,476000000.0,3042000000.0,181000000.0,2025
DBD,2018-12-31,annual,2239500000.0,49500000.0,,386600000.0,1886400000.0,154900000.0,2018
DBD,2019-12-31,annual,2310400000.0,95300000.0,,290900000.0,2029500000.0,202900000.0,2019
DBD,2020-12-31,annual,2495200000.0,66400000.0,2335700000.0,361700000.0,2170700000.0,273400000.0,2020
DBD,2021-12-31,annual,2450200000.0,101600000.0,2245600000.0,423200000.0,2061300000.0,195300000.0,2021
DBD,2022-12-31,annual,2725500000.0,63000000.0,2585800000.0,332000000.0,2418100000.0,199200000.0,2022
DBD,2023-12-31,annual,1357400000.0,39900000.0,1252400000.0,563600000.0,807200000.0,246200000.0,2023
DBD,2024-12-31,annual,1047100000.0,43500000.0,927300000.0,313100000.0,750900000.0,155300000.0,2024
DBD,2025-12-31,annual,1174100000.0,51800000.0,938500000.0,416400000.0,786800000.0,85700000.0,2025
DCH,2018-12-31,annual,3808400000.0,121600000.0,,476400000.0,3332000000.0,216300000.0,2018
DCH,2019-12-31,annual,3759500000.0,50500000.0,,532000000.0,3227500000.0,217300000.0,2019
DCH,2020-12-31,annual,3572000000.0,36300000.0,,557000000.0,3015000000.0,212300000.0,2020
DCH,2021-12-31,annual,3229000000.0,43400000.0,3085700000.0,530200000.0,2698800000.0,195200000.0,2021
DCH,2022-12-31,annual,3134700000.0,110000000.0,2845100000.0,511500000.0,2623200000.0,174500000.0,2022
DCH,2023-12-31,annual,2886300000.0,38900000.0,2751900000.0,519900000.0,2366400000.0,201700000.0,2023
DCH,2024-12-31,annual,2737500000.0,70700000.0,2576900000.0,552900000.0,2184600000.0,186000000.0,2024
DCH,2025-12-31,annual,4174300000.0,35100000.0,4039100000.0,708900000.0,3465400000.0,202500000.0,2025
DCOM,2018-12-31,annual,1239109000.0,240972000.0,113759000.0,650141000.0,1091853000.0,75384000.0,2018
DCOM,2019-12-31,annual,1360254000.0,45977000.0,223906000.0,706483000.0,1204766000.0,90847000.0,2019
DCOM,2020-12-31,annual,1479159000.0,1223000.0,294059000.0,782464000.0,1235556000.0,56303000.0,2020
DCOM,2021-12-31,annual,290061000.0,1862000.0,222096000.0,1957433000.0,-103661000.0,27017000.0,2021
DCOM,2022-12-31,annual,1392983000.0,1360000.0,1331283000.0,1119884000.0,1223686000.0,59362000.0,2022
DCOM,2023-12-31,annual,1568650000.0,1278009000.0,1513196000.0,1343787000.0,1111103000.0,292789000.0,2023
DCOM,2024-12-31,annual,979318000.0,50000000.0,880325000.0,1290168000.0,-304253000.0,332095000.0,2024
DCOM,2025-12-31,annual,370632000.0,,780503000.0,3151901000.0,-1983334000.0,277444000.0,2025
DEA,2018-12-31,annual,766355000.0,134750000.0,423813000.0,6854000.0,759501000.0,22903000.0,2018
DEA,2019-12-31,annual,901841000.0,47833000.0,701366000.0,12012000.0,889829000.0,33460000.0,2019
DEA,2020-12-31,annual,978258000.0,79250000.0,708918000.0,8465000.0,969793000.0,35480000.0,2020
DEA,2021-12-31,annual,1225589000.0,14500000.0,1196589000.0,11132000.0,1199957000.0,38632000.0,2021
DEA,2022-12-31,annual,2188270000.0,936899000.0,1251371000.0,7578000.0,1243793000.0,47378000.0,2022
DEA,2023-12-31,annual,1294835000.0,79000000.0,1215835000.0,9381000.0,1285454000.0,49169000.0,2023
DEA,2024-12-31,annual,1598821000.0,274550000.0,1324271000.0,19353000.0,1579468000.0,62433000.0,2024
DEA,2025-12-31,annual,1682445000.0,10715000.0,1467275000.0,23374000.0,1659071000.0,74454000.0,2025
DEI,2018-12-31,annual,4240560000.0,105000000.0,4135560000.0,146227000.0,3987803000.0,133402000.0,2018
DEI,2019-12-31,annual,5233674000.0,560000000.0,4673674000.0,153683000.0,4476257000.0,143308000.0,2019
DEI,2020-12-31,annual,5033983000.0,75000000.0,4958983000.0,172385000.0,4583453000.0,142872000.0,2020
DEI,2021-12-31,annual,10129652000.0,5047646000.0,5012076000.0,335905000.0,4687031000.0,147496000.0,2021
DEI,2022-12-31,annual,10425998000.0,5234105000.0,5191893000.0,268837000.0,4933904000.0,150185000.0,2022
DEI,2023-12-31,annual,5554007000.0,400902000.0,5543171000.0,523082000.0,5030925000.0,209468000.0,2023
DEI,2024-12-31,annual,5508844000.0,439076000.0,5498022000.0,444623000.0,5064221000.0,229442000.0,2024
DEI,2025-12-31,annual,5566115000.0,6437000.0,5548870000.0,340789000.0,5225326000.0,266675000.0,2025
DFH,2018-12-31,annual,341031531.0,163213181.0,12663154.0,19809055.0,172251944.0,682152.0,2018
DFH,2019-12-31,annual,450179504.0,217667344.0,14346124.0,44007245.0,203586651.0,221449.0,2019
DFH,2020-12-31,annual,609755776.0,289878716.0,29653282.0,35495595.0,298792025.0,870868.0,2020
DFH,2021-12-31,annual,786409389.0,763292000.0,3291389.0,227227000.0,559182389.0,672000.0,2021
DFH,2022-12-31,annual,990909000.0,966248000.0,966248000.0,364531000.0,626378000.0,32000.0,2022
DFH,2023-12-31,annual,845416000.0,530384000.0,293918000.0,494145000.0,351271000.0,1000.0,2023
DFH,2024-12-31,annual,1304200000.0,991003000.0,295049000.0,274384000.0,1029816000.0,176757000.0,2024
DFH,2025-12-31,annual,591060000.0,591060000.0,591060000.0,234766000.0,356294000.0,196311000.0,2025
DFIN,2018-12-31,annual,375100000.0,12400000.0,362700000.0,47300000.0,315400000.0,36700000.0,2018
DFIN,2019-12-31,annual,376500000.0,22600000.0,296000000.0,17200000.0,359300000.0,34000000.0,2019
DFIN,2020-12-31,annual,301300000.0,19800000.0,230500000.0,73600000.0,227700000.0,25500000.0,2020
DFIN,2021-12-31,annual,187200000.0,17900000.0,124000000.0,54500000.0,132700000.0,19800000.0,2021
DFIN,2022-12-31,annual,215900000.0,18300000.0,169200000.0,34200000.0,181700000.0,10000000.0,2022
DFIN,2023-12-31,annual,153100000.0,16500000.0,124500000.0,23100000.0,130000000.0,17900000.0,2023
DFIN,2024-12-31,annual,144400000.0,13100000.0,124700000.0,57300000.0,87100000.0,15100000.0,2024
DFIN,2025-12-31,annual,181800000.0,9700000.0,165500000.0,24500000.0,157300000.0,14000000.0,2025
DGII,2018-09-30,annual,11182000.0,11182000.0,0.0,62750000.0,-58014000.0,25000.0,2018
DGII,2019-09-30,annual,5025000.0,5025000.0,,92792000.0,-92792000.0,102000.0,2019
DGII,2020-09-30,annual,79672000.0,4499000.0,58980000.0,54129000.0,25543000.0,3592000.0,2020
DGII,2021-09-30,annual,66800000.0,2633000.0,45799000.0,152432000.0,-85632000.0,1395000.0,2021
DGII,2022-09-30,annual,237971000.0,15523000.0,222448000.0,34900000.0,-19377000.0,19701000.0,2022
DGII,2023-09-30,annual,220915000.0,18875000.0,188051000.0,31693000.0,189222000.0,25236000.0,2023
DGII,2024-09-30,annual,137386000.0,2973000.0,123185000.0,27510000.0,109876000.0,15415000.0,2024
DGII,2025-09-30,annual,179855000.0,3361000.0,159152000.0,21902000.0,157953000.0,6319000.0,2025
DIOD,2018-12-31,annual,224010000.0,37867000.0,186143000.0,248552000.0,-17043000.0,9901000.0,2018
DIOD,2019-12-31,annual,151988000.0,59904000.0,64401000.0,263215000.0,-106402000.0,7893000.0,2019
DIOD,2020-12-31,annual,488479000.0,173235000.0,288179000.0,274207000.0,220414000.0,11662000.0,2020
DIOD,2021-12-31,annual,334551000.0,46663000.0,265574000.0,370141000.0,-29048000.0,7491000.0,2021
DIOD,2022-12-31,annual,213674000.0,45393000.0,147470000.0,343791000.0,-123058000.0,8320000.0,2022
DIOD,2023-12-31,annual,98358000.0,53996000.0,16979000.0,325631000.0,-217099000.0,5700000.0,2023
DIOD,2024-12-31,annual,91702000.0,43428000.0,19563000.0,316135000.0,-216969000.0,2334000.0,2024
DIOD,2025-12-31,annual,95609000.0,42415000.0,24224000.0,377029000.0,-271603000.0,2776000.0,2025
DLX,2018-12-31,annual,911900000.0,791000.0,910000000.0,59700000.0,852200000.0,27100000.0,2018
DLX,2019-12-31,annual,929983000.0,12898000.0,883500000.0,73620000.0,856363000.0,34682000.0,2019
DLX,2020-12-31,annual,879933000.0,11589000.0,840000000.0,123122000.0,756811000.0,23140000.0,2020
DLX,2021-12-31,annual,1754245000.0,72049000.0,1625800000.0,41231000.0,1713014000.0,55554000.0,2021
DLX,2022-12-31,annual,1705981000.0,84528000.0,1572500000.0,40435000.0,1665546000.0,94454000.0,2022
DLX,2023-12-31,annual,1665253000.0,99715000.0,1506698000.0,71962000.0,1593291000.0,125643000.0,2023
DLX,2024-12-31,annual,1564539000.0,49536000.0,1466021000.0,34399000.0,1530140000.0,123281000.0,2024
DLX,2025-12-31,annual,1548599999.0,30100000.0,1392200000.0,310500000.0,1238099999.0,122000000.0,2025
DNOW,2018-12-31,annual,146000000.0,14000000.0,132000000.0,116000000.0,16000000.0,0.0,2018
DNOW,2019-12-31,annual,72000000.0,28000000.0,,183000000.0,-111000000.0,225000000.0,2019
DNOW,2020-12-31,annual,47000000.0,22000000.0,,387000000.0,-340000000.0,624000000.0,2020
DNOW,2021-12-31,annual,32000000.0,15000000.0,,313000000.0,-281000000.0,12000000.0,2021
DNOW,2022-12-31,annual,38000000.0,13000000.0,,212000000.0,-174000000.0,7000000.0,2022
DNOW,2023-12-31,annual,41000000.0,11000000.0,,299000000.0,-258000000.0,,2023
DNOW,2024-12-31,annual,42000000.0,13000000.0,,256000000.0,-214000000.0,,2024
DNOW,2025-12-31,annual,669000000.0,,411000000.0,164000000.0,505000000.0,,2025
DORM,2018-12-31,annual,,,,43458000.0,-43458000.0,0.0,2018
DORM,2019-12-31,annual,35078000.0,5348000.0,,68353000.0,-33275000.0,25894000.0,2019
DORM,2020-12-31,annual,37083000.0,5470000.0,,155576000.0,-118493000.0,599000.0,2020
DORM,2021-12-31,annual,301868000.0,249425000.0,,58782000.0,243086000.0,2162000.0,2021
DORM,2022-12-31,annual,848460000.0,267775000.0,482464000.0,46034000.0,802426000.0,15582000.0,2022
DORM,2023-12-31,annual,683803000.0,125302000.0,467239000.0,36814000.0,646989000.0,48061000.0,2023
DORM,2024-12-31,annual,572780000.0,28125000.0,439513000.0,57137000.0,515643000.0,39727000.0,2024
DORM,2025-12-31,annual,633049000.0,37500000.0,402413000.0,49436000.0,583613000.0,28575000.0,2025
DRH,2018-12-31,annual,1326185000.0,348219000.0,977966000.0,43863000.0,934103000.0,40970000.0,2018
DRH,2019-12-31,annual,1268724000.0,75000000.0,1090099000.0,122524000.0,1146200000.0,46584000.0,2019
DRH,2020-12-31,annual,1153672000.0,55000000.0,1048699000.0,111796000.0,1041876000.0,53995000.0,2020
DRH,2021-12-31,annual,1175828000.0,90000000.0,1067223000.0,38620000.0,1137208000.0,37043000.0,2021
DRH,2022-12-31,annual,1296668000.0,9545000.0,1185793000.0,67564000.0,1229104000.0,39687000.0,2022
DRH,2023-12-31,annual,1289871000.0,82381000.0,1177005000.0,121595000.0,-121595000.0,65072000.0,2023
DRH,2024-12-31,annual,1180529000.0,295808000.0,1095294000.0,81381000.0,1099148000.0,65516000.0,2024
DRH,2025-12-31,annual,1185903000.0,,1098850000.0,68084000.0,1117819000.0,62798000.0,2025
DV,2018-12-31,annual,58645000.0,1903000.0,53372000.0,30036000.0,28609000.0,3058000.0,2018
DV,2019-12-31,annual,78084000.0,1836000.0,72730000.0,10920000.0,67164000.0,5202000.0,2019
DV,2020-12-31,annual,26962000.0,1515000.0,22000000.0,33354000.0,-6392000.0,4931000.0,2020
DV,2021-12-31,annual,4549000.0,1970000.0,0.0,221591000.0,-217042000.0,1172000.0,2021
DV,2022-12-31,annual,83752000.0,8887000.0,,267813000.0,-184061000.0,905000.0,2022
DV,2023-12-31,annual,86391000.0,11963000.0,,310131000.0,-223740000.0,1066000.0,2023
DV,2024-12-31,annual,91669000.0,13560000.0,,310625000.0,-201151000.0,1118000.0,2024
DV,2025-12-31,annual,99551000.0,16039000.0,,259038000.0,-159487000.0,1733000.0,2025
DXC,2018-03-31,annual,8010000000.0,1918000000.0,5473000000.0,2593000000.0,5417000000.0,320000000.0,2018
DXC,2019-03-31,annual,7412000000.0,2424000000.0,4825000000.0,2899000000.0,4513000000.0,334000000.0,2019
DXC,2020-03-31,annual,11493000000.0,1758000000.0,8070000000.0,3679000000.0,7814000000.0,383000000.0,2020
DXC,2021-03-31,annual,6168000000.0,1288000000.0,4345000000.0,2672000000.0,3496000000.0,361000000.0,2021
DXC,2022-03-31,annual,6168000000.0,1288000000.0,3711000000.0,2672000000.0,3496000000.0,204000000.0,2022
DXC,2023-03-31,annual,5365000000.0,817000000.0,3900000000.0,1858000000.0,3507000000.0,200000000.0,2023
DXC,2024-03-31,annual,4868000000.0,553000000.0,3576000000.0,1224000000.0,3644000000.0,298000000.0,2024
DXC,2025-03-31,annual,4547000000.0,1107000000.0,2841000000.0,1796000000.0,2751000000.0,265000000.0,2025
DXPE,2018-12-31,annual,240386000.0,3407000.0,236979000.0,40304000.0,200082000.0,20937000.0,2018
DXPE,2019-12-31,annual,304127000.0,20103000.0,235419000.0,54203000.0,249924000.0,19498000.0,2019
DXPE,2020-12-31,annual,374340000.0,19191000.0,317139000.0,119328000.0,255012000.0,20571000.0,2020
DXPE,2021-12-31,annual,376822000.0,21503000.0,317139000.0,48989000.0,327833000.0,21089000.0,2021
DXPE,2022-12-31,annual,471846000.0,22452000.0,409205000.0,46026000.0,425820000.0,29135000.0,2022
DXPE,2023-12-31,annual,575971000.0,20938000.0,520697000.0,173120000.0,402851000.0,53146000.0,2023
DXPE,2024-12-31,annual,676359000.0,21516000.0,621684000.0,148320000.0,528039000.0,63927000.0,2024
DXPE,2025-12-31,annual,981995000.0,35278000.0,818476000.0,303783000.0,678212000.0,60530000.0,2025
EAT,2018-06-30,annual,1506700000.0,7100000.0,1499624000.0,10900000.0,1495800000.0,58986000.0,2018
EAT,2019-06-30,annual,1228800000.0,19400000.0,1206600000.0,13400000.0,1215400000.0,61600000.0,2019
EAT,2020-06-30,annual,2399600000.0,129500000.0,1118600000.0,43900000.0,2355700000.0,59600000.0,2020
EAT,2021-06-30,annual,2043800000.0,119200000.0,917900000.0,23900000.0,2019900000.0,56200000.0,2021
EAT,2022-06-30,annual,2273200000.0,133000000.0,989100000.0,13500000.0,2259700000.0,46100000.0,2022
EAT,2023-06-30,annual,2160600000.0,122600000.0,912200000.0,15100000.0,2145500000.0,54900000.0,2023
EAT,2024-06-30,annual,1999000000.0,128200000.0,695000000.0,64600000.0,1934400000.0,65000000.0,2024
EAT,2025-06-30,annual,1693500000.0,132200000.0,346000000.0,18900000.0,1674600000.0,53100000.0,2025
ECPG,2018-12-31,annual,4706829000.0,1216196000.0,3483070000.0,157418000.0,3333215000.0,237355000.0,2018
ECPG,2019-12-31,annual,4755038000.0,1241841000.0,3505076000.0,192335000.0,3320862000.0,217771000.0,2019
ECPG,2020-12-31,annual,3281634000.0,627557000.0,2314208000.0,189184000.0,3092450000.0,209356000.0,2020
ECPG,2021-12-31,annual,2997331000.0,514105000.0,2110248000.0,189645000.0,2807686000.0,169647000.0,2021
ECPG,2022-12-31,annual,2898821000.0,68390000.0,1807886000.0,143912000.0,2754909000.0,153308000.0,2022
ECPG,2023-12-31,annual,3318031000.0,29310000.0,2815567000.0,158364000.0,3159667000.0,201877000.0,2023
ECPG,2024-12-31,annual,3672762000.0,,3671697000.0,199865000.0,3472897000.0,252545000.0,2024
ECPG,2025-12-31,annual,4132168999.0,321000.0,4000697000.0,156784000.0,3975384999.0,287626000.0,2025
EFC,2018-12-31,annual,1995932000.0,1498849000.0,85035000.0,44656000.0,1951276000.0,56707000.0,2018
EFC,2019-12-31,annual,3275328000.0,2641333000.0,112919000.0,72477000.0,3202851000.0,3536000.0,2019
EFC,2020-12-31,annual,2665160000.0,1773616000.0,891544000.0,111647000.0,2276828000.0,3894000.0,2020
EFC,2021-12-31,annual,4161270000.0,2994678000.0,1166592000.0,92661000.0,3543694000.0,44030000.0,2021
EFC,2022-12-31,annual,12404614000.0,4661830000.0,54198000.0,221869000.0,12182745000.0,141777000.0,2022
EFC,2023-12-31,annual,13333932000.0,4609424000.0,10366495000.0,230545000.0,13103387000.0,262451000.0,2023
EFC,2024-12-31,annual,14281172000.0,2453937000.0,11822783000.0,192387000.0,-192387000.0,279606000.0,2024
EFC,2025-12-31,annual,16963584000.0,2655444000.0,15165645000.0,201893000.0,16761691000.0,304533000.0,2025
EGBN,2018-12-31,annual,247709000.0,30413000.0,217296000.0,1094069000.0,-92634000.0,76293000.0,2018
EGBN,2019-12-31,annual,528626000.0,280980000.0,217687000.0,1046349000.0,325640000.0,105585000.0,2019
EGBN,2020-12-31,annual,622825000.0,326726000.0,268077000.0,2911938000.0,-1138030000.0,68424000.0,2020
EGBN,2021-12-31,annual,429089000.0,323918000.0,69670000.0,4317239000.0,-1264742000.0,39982000.0,2021
EGBN,2022-12-31,annual,1109162000.0,1010101000.0,69794000.0,1876593000.0,831235000.0,91746000.0,2022
EGBN,2023-12-31,annual,1493661000.0,1400505000.0,69918000.0,2225332000.0,774717000.0,334781000.0,2023
EGBN,2024-12-31,annual,623080000.0,523157000.0,76108000.0,1497023000.0,-7819000.0,398875000.0,2024
EGBN,2025-12-31,annual,146940000.0,35256000.0,76428000.0,988462000.0,135248000.0,335063000.0,2025
EIG,2018-12-31,annual,21400000.0,1400000.0,20000000.0,126400000.0,-81400000.0,1500000.0,2018
EIG,2019-12-31,annual,28000000.0,5000000.0,23000000.0,154900000.0,-137100000.0,600000.0,2019
EIG,2020-12-31,annual,28600000.0,4300000.0,20000000.0,187000000.0,-140400000.0,400000.0,2020
EIG,2021-12-31,annual,25500000.0,3400000.0,21700000.0,85600000.0,-58500000.0,500000.0,2021
EIG,2022-12-31,annual,196100000.0,3500000.0,182500000.0,2394600000.0,106900000.0,3500000.0,2022
EIG,2023-12-31,annual,5900000.0,1800000.0,0.0,913200000.0,-220500000.0,5800000.0,2023
EIG,2024-12-31,annual,4200000.0,1600000.0,,1017400000.0,-64100000.0,100000.0,2024
EIG,2025-12-31,annual,38900000.0,16800000.0,16000000.0,1204600000.0,-120900000.0,500000.0,2025
EMBC,2019-09-30,annual,,,,,,2000000.0,2019
EMBC,2020-09-30,annual,5000000.0,1000000.0,,,5000000.0,0.0,2020
EMBC,2021-09-30,annual,4000000.0,1000000.0,,0.0,4000000.0,3000000.0,2021
EMBC,2022-09-30,annual,1643800000.0,13100000.0,1598100000.0,330900000.0,1312900000.0,46200000.0,2022
EMBC,2023-09-30,annual,1638500000.0,19000000.0,1593900000.0,326500000.0,1312000000.0,107000000.0,2023
EMBC,2024-09-30,annual,1608400000.0,12900000.0,1565300000.0,267500000.0,1340900000.0,112300000.0,2024
EMBC,2025-09-30,annual,1430300000.0,12900000.0,1388700000.0,225500000.0,1204800000.0,107300000.0,2025
EMN,2018-12-31,annual,6168000000.0,243000000.0,5925000000.0,226000000.0,5942000000.0,238000000.0,2018
EMN,2019-12-31,annual,5782000000.0,171000000.0,5611000000.0,204000000.0,5578000000.0,221000000.0,2019
EMN,2020-12-31,annual,5618000000.0,349000000.0,5269000000.0,564000000.0,5054000000.0,205000000.0,2020
EMN,2021-12-31,annual,5523000000.0,797000000.0,4412000000.0,459000000.0,5064000000.0,192000000.0,2021
EMN,2022-12-31,annual,5151000000.0,1126000000.0,4025000000.0,493000000.0,4658000000.0,188000000.0,2022
EMN,2023-12-31,annual,5138000000.0,593000000.0,4305000000.0,548000000.0,4590000000.0,240000000.0,2023
EMN,2024-12-31,annual,5258000000.0,499000000.0,4567000000.0,837000000.0,4421000000.0,216000000.0,2024
EMN,2025-12-31,annual,5077000000.0,642000000.0,4201000000.0,566000000.0,4511000000.0,208000000.0,2025
ENOV,2018-12-31,annual,1197428000.0,5020000.0,1192408000.0,245019000.0,1120275000.0,49083000.0,2018
ENOV,2019-12-31,annual,2488246000.0,67663000.0,2284184000.0,109632000.0,2378614000.0,119503000.0,2019
ENOV,2020-12-31,annual,2410168000.0,66769000.0,2204169000.0,101069000.0,2309099000.0,52824000.0,2020
ENOV,2021-12-31,annual,2164811000.0,29637000.0,2078679000.0,680252000.0,1484559000.0,29112000.0,2021
ENOV,2022-12-31,annual,334819000.0,243560000.0,40000000.0,24295000.0,310524000.0,24952000.0,2022
ENOV,2023-12-31,annual,536416000.0,21568000.0,466164000.0,36191000.0,500225000.0,19749000.0,2023
